Title,Timestamp,URL, Article
b'Insurer AXA agrees to buy XL Group for around $15 billion,1h ago,https://uk.reuters.com/article/uk-xl-grp-m-a-axa/insurer-axa-agrees-to-buy-xl-group-for-around-15-billion-idUKKBN1GH0MI?il=0,PARIS (Reuters) - AXA| Europe\xe2\x80\x99s second-biggest insurer| has agreed to buy Bermuda-based XL Group for around $15 billion| in a deal which AXA said would create a world leader in property and casualty insurance. The French insurer said it was offering $57.60 for each XL share| representing a premium of 33 percent to XL\xe2\x80\x99s closing share price on March 2. The total consideration for the deal would amount to $15.3 billion. Insurers around the world have started to strike up takeover deals in order to strengthen their businesses as they face tougher regulation and falling returns based on financial markets investments. Related CoverageAXA\xe2\x80\x99s takeover of XL comes just over a month after rival American International Group said it would buy reinsurer Validus for around $5.6 billion.    AXA Chief Executive Thomas Buberl said the deal will enable AXA| predominantly a life and savings insurer| to dominate the global property and casualty market. \xe2\x80\x9cThe transaction offers significant long-term value creation for our stakeholders with increased risk diversification| higher cash remittance potential and reinforced growth prospects|\xe2\x80\x9d Buberl said. \xe2\x80\x9cThe future AXA will see its profile significantly rebalanced towards insurance risks and away from financial risks|\xe2\x80\x9d he added. However| AXA shares fell 5 percent in early trading| as some analysts said the XL deal looked pricey. \xe2\x80\x9cIn our view| the acquisition of XL fits AXA\xe2\x80\x99s strategy of growing in commercial insurance. However| the purchase price looks quite high even after synergy effects and AXA\xe2\x80\x99s debt ratio is again rather stretched|\xe2\x80\x9d said analysts at German brokerage Bankhaus Lampe| who kept a\xe2\x80\x9chold\xe2\x80\x9d rating on AXA shares. AXA| which ranks as Europe\xe2\x80\x99s second-biggest insurer in terms of market capitalization behind Germany\xe2\x80\x99s Allianz| said it would finance the XL deal via debt| cash and the proceeds of the forthcoming flotation of its U.S. business. It added it expected the XL takeover to be cash accretive| and to result in cost synergies of around $400 million per year| based on pre-tax earnings. AXA also reaffirmed its 2020 financial targets| under which the French insurer aims to increase earnings per share by 3 to 7 percent a year over the 2016-2020 period. AXA has not been hit as hard as some of its rivals by a series of costly natural catastrophes in 2017| thanks to reinsurance contracts and its diversified business model. AXA reported higher than expected net 2017 profit of 6.2 billion euros last month. Law firm Skadden said it was advising XL over the AXA takeover. Our Standards:The Thomson Reuters Trust Principles.\n'
b"Instant View - Reaction to Italy's election outcome,2h ago,https://uk.reuters.com/article/uk-italy-election-reaction-markets/instant-view-reaction-to-italys-election-outcome-idUKKBN1GH0SV?il=0,(Reuters) - Italy faces a prolonged period of political instability after voters delivered a hung parliament in Sunday\xe2\x80\x99s election| spurning traditional parties and flocking to anti-establishment and far-right groups in record numbers. Below are some initial reactions to the vote:  ALBERTO GALLO| FUND MANAGER & HEAD OF MACRO STRATEGIES| ALGEBRIS \xe2\x80\x9cThere are so many scenarios that it is hard to say which government will be formed but| if parties avoid stepping back on reforms already done \xe2\x80\x94 because the economy is growing and there are more jobs \xe2\x80\x94 the markets should not worry too much about these results| which were broadly in line with expectations.\xe2\x80\x9d LORENZO PORTELLI| STRATEGIST| AMUNDI \xe2\x80\x9cWe have to wait for final results and a clearer picture could emerge as soon as this afternoon. The possibility that no coalition would reach the majority was widely expected. Negotiations starting from March 23 will be crucial. At the moment we do not believe at the hypothesis of a populist government. We are in a very fluid framework and we cannot exclude some type of government with a short-term mandate to reform the electoral law. It is important to underline that| with respect to 2013| both the 5-Star and the League have smoothed their euro-sceptic tones: they have focused mainly on immigration and security issues.\xe2\x80\x9d        ALESSANDRO TENTORI| CHIEF INVESTMENT OFFICER| AXA \xe2\x80\x9cThe political message of the vote is one thing| but the implementation of the government remains difficult. We believe we are heading towards a technocrat government. There is a strong message from the voters| but it did not secure a majority for any of the political parties. I don\xe2\x80\x99t expect big movements on markets because an inconclusive outcome was already priced in. It would be different if in the next few hours the possibility of a Europe-sceptic alliance| such as between the 5-Star and the League| materialised| but that seems unlikely.\xe2\x80\x9d NICOLA NOBILE| ECONOMIST| OXFORD ECONOMICS \xe2\x80\x9cA vote dictated by gut feelings: it remains to be seen what happens now| whether the (anti-establishment) 5-Star decides to find an agreement with the League or with the PD. At the moment everything is uncertain| and the situation could remain like that until the appointment of the speakers of the lower house and of the Senate. We expect a couple of weeks of absolute uncertainty. \xe2\x80\x9cA parliament without a majority was widely expected| but what the market did not foresee is a boost of the populist movements and the weak performance of the moderate parties. It\xe2\x80\x99s unclear how exactly the 5-Star or the League| which together hold more than 50 percent| stand on issues relating to Europe or the banking union.\xe2\x80\x9d   RAFFAELLA TENCONI| ECONOMIST| ADA ECONOMICS  \xe2\x80\x9cThe market reaction won\xe2\x80\x99t be very positive: both the PD and (Silvio Berlusconi\xe2\x80\x99s) Forza Italia did worse than expected and worse than polls had predicted. With the League this strong| Matteo Salvini could ask to be appointed prime minister and this could put the centre-right coalition at risk.  \xe2\x80\x9cThere are two options| in our view: a centre-right coalition or a coming together of the League and 5-Star. We don\xe2\x80\x99t believe there will be a repeat vote because - whether this is good or bad - in Italy eventually you always get to an agreement. It could take a couple of weeks| which is relatively short if compared with other European countries.\xe2\x80\x9d MATTEO RAMENGHI| CHIEF INVESTMENT OFFICER FOR ITALY| UBS WEALTH MANAGEMENT  \xe2\x80\x9cWe expect lengthy negotiations after these elections| which may lead to increased volatility of Italian assets. A broad grand coalition would be well received by markets as it could result in political stability and fiscal discipline. Repeat elections could prolong uncertainty and weigh on Italian assets. The Italian equity market has not priced in electoral uncertainty| but current yields on government bonds suggest they have incorporated some political risk.\xe2\x80\x9d FABIO FOIS| ANALYST| BARCLAYS  \xe2\x80\x9cWe expect the formation of a wide and heterogeneous coalition that could include anti-system parties. We do not expect such a coalition to deliver meaningful structural reforms| and depending on its composition| we see the risk that previous reforms could be unravelled. Over the medium term| we remain of the view that the next legislature will be characterized by political instability that could culminate in government crisis and or snap elections.\xe2\x80\x9d Our Standards:\n"
b'BOJ deputy governor nominee warns against premature exit from easy policy,2h ago,https://uk.reuters.com/article/uk-japan-boj-nominee-wakatabe/boj-deputy-governor-nominee-warns-against-premature-exit-from-easy-policy-idUKKBN1GH0JT?il=0,TOKYO (Reuters) - The Bank of Japan must avoid a premature exit from its ultra easy policy and consider ramping up stimulus if needed to pull the economy out of deflation| Masazumi Wakatabe| one of the two nominees for BOJ deputy governor| said on Monday. Wakatabe| an academic known as a vocal advocate of aggressive easing| said the merits of the BOJ\xe2\x80\x99s stimulus program\xe2\x80\x9cfar exceeded\xe2\x80\x9d the costs| brushing aside criticism from some analysts that prolonged monetary easing was straining Japan\xe2\x80\x99s banking system. Central bank governor Haruhiko Kuroda on Friday rattled markets by flagging for the first time the prospect of an exit from accommodative policy if his inflation target was met| sending the yen higher and bond prices lower. While Wakatabe\xe2\x80\x99s remarks on Monday were markedly more dovish than those of his boss| economists say they are more measured than some of his earlier ideas about policy| which argued for the need for more aggressive easing. Related Coverage\xe2\x80\x9cWhat\xe2\x80\x99s most important is to make a full exit from deflation. The BOJ\xe2\x80\x99s 2 percent inflation target is effective and meaningful for this purpose|\xe2\x80\x9d Wakatabe said in a confirmation hearing in the lower house of parliament. \xe2\x80\x9cPrematurely shifting the BOJ\xe2\x80\x99s easy policy could pull Japan back to deflation|\xe2\x80\x9d he said| adding that the BOJ must be ready to ramp up stimulus if doing so is needed to hit its price goal. Both Wakatabe and career central banker Masayoshi Amamiya appeared before parliament| having been nominated by the government to become deputy BOJ governors| when the posts become vacant on March 20. The government reappointed Kuroda to serve another five-year term when the current one ends on April 8 and parliament is expected to approve both Wakatabe\xe2\x80\x99s and Amamiya\xe2\x80\x99s nominations. Wakatabe told lawmakers there were\xe2\x80\x9cno limits\xe2\x80\x9d to what monetary policy can do to stimulate the economy| and was open to the idea of raising the BOJ\xe2\x80\x99s inflation target if doing so could help change public perceptions that deflation will persist. But he held off from proposing some of the more radical ideas he had floated as an academic| such as accelerating the pace of the BOJ\xe2\x80\x99s bond buying or bankrolling government debt. \xe2\x80\x9cWakatabe is known as an advocate of additional easing. He tends to sound dovish| but in parliament his comments sounded a little more cautious than the statements he has made as an academic|\xe2\x80\x9d said Hiroshi Miyazaki| senior economist at Mitsubishi UFJ Morgan Stanley Securities. Wakatabe| however| could propose expanding stimulus if the BOJ slashes its inflation forecasts in a quarterly review of its projections next month| Miyazaki said. RIGHT-HAND MAN In contrast| Amamiya| the other deputy nominee who has served as Kuroda\xe2\x80\x99s right-hand man as the BOJ\xe2\x80\x99s executive director overseeing monetary policy| mostly echoed the governor\xe2\x80\x99s views on monetary policy - a sign the two will continue to work hand in hand on key policy decisions. Elaborating on what the BOJ\xe2\x80\x99s exit strategy could look like| he said the bank had the necessary tools to engineer a smooth exit once the appropriate time to do so comes. \xe2\x80\x9cIf the time comes| we\xe2\x80\x99re quite capable technically to gradually and stably adjust interest rates while ensuring markets remain stable|\xe2\x80\x9d Amamiya said. \xe2\x80\x9cWe\xe2\x80\x99re studying what means we have| how they could be used and how (adjustments in rates) could affect the BOJ\xe2\x80\x99s profits|\xe2\x80\x9d he added. After three years of heavy asset buying failed to fire up inflation| the BOJ revamped its policy framework in 2016 to one targeting interest rates from the pace of money printing. It now guides short-term interest rates at minus 0.1 percent and the 10-year government bond yield around zero percent| while allowing its bond purchases to slow significantly. Some lawmakers and policymakers have voiced concerns over the rising cost of the BOJ\xe2\x80\x99s massive stimulus program| such as the hit to bank profits from years of near-zero rates. Our Standards:The Thomson Reuters Trust Principles.\n'
b'South Korea finance minister says will talk to U.S. on trade frictions at G20 meeting,2h ago,https://uk.reuters.com/article/uk-usa-trade-southkorea/south-korea-finance-minister-says-will-talk-to-u-s-on-trade-frictions-at-g20-meeting-idUKKBN1GH0ZD?il=0,SEOUL (Reuters) - South Korea\xe2\x80\x99s finance minister said on Monday the government will convey its concerns on trade frictions to the United States and others at a meeting of the Group of 20 nations later this month. \xe2\x80\x9cWe will make use of the G20 meeting of finance ministers and central bankers in March| and hold a bilateral meeting with the U.S. and other major nations to explain our stance|\xe2\x80\x9d Kim Dong-yeon said in a policy meeting with other South Korean ministers in Seoul. Kim said the government will focus on diversifying exports strategies| which will include strengthening trade ties with countries belonging to the Association of Southeast Asian nations (ASEAN).  President Donald Trump on Thursday announced that the United States would impose a 25 percent tariff on imported steel| raising fears of a trade war with major trading partners. Our Standards:\n'
b"South Africa's Tiger Brands| RCL Foods shares fall over listeria scare,2h ago,https://uk.reuters.com/article/uk-listeria-tiger-brands/south-africas-tiger-brands-rcl-foods-shares-fall-over-listeria-scare-idUKKBN1GH0QB?il=0,JOHANNESBURG (Reuters) - Shares in South Africa\xe2\x80\x99s biggest consumer foods producer Tiger Brands and RCL Foods fell on Monday after the government linked a deadly listeria outbreak to cold meat products known as\xe2\x80\x9cpolony\xe2\x80\x9d made by Tiger unit Enterprise Food.     Health Minister Aaron Motsoaledi said on Sunday the source of the outbreak| which has been blamed for 180 deaths| is the Enterprise facility in Polokwane and that inquiries were ongoing at a second facility owned by the same firm. Motsoaledi said although RCL Foods had not been identified as a source of the outbreak| a facility owned by RCL was under investigation. He announced a recall of polony products made by the two companies. The minister also told South Africans not to consume ready-to-eat processed meat across the board due to the risk of cross-contamination. Tiger Brands shares fell more than 10 percent at market open before paring losses to stand down 6.7 percent to 396.49 rand at 0744 GMT. Tiger Brands said it had suspended operations at both Enterprise manufacturing facilities in Polokwane and Germiston.   Shares in RCL Foods fell more than 6 percent before paring losses. At 0727 GMT they were down 1.34 percent at 16.97 rand. RCL said it was recalling its polony products even though test results were still pending. There have been 948 cases of listeria reported since January 2017. The disease causes flu-like symptoms| nausea| diarrhea| infection of the blood stream and of the brain. \n"
b'Mediaset shares fall after Berlusconi party disappoints in vote,2h ago,https://uk.reuters.com/article/uk-italy-election-mediaset/mediaset-shares-fall-after-berlusconi-party-disappoints-in-vote-idUKKBN1GH0Z2?il=0,MILAN (Reuters) - Shares in Mediaset fell more than 5 percent on Monday after the party of former Italian Prime Minister Silvio Berlusconi| whose family controls the private broadcaster| did worse than expected in general elections on Sunday.  A rightist alliance including Berlusconi\xe2\x80\x99s Forza Italia (Go Italy!) emerged with the biggest bloc of votes| but without a majority to rule alone. In a bitter personal defeat for the billionaire media magnate| his Forza Italia party was overtaken by its ally| the far-right| anti-immigrant League. A strong Forza Italia performance was seen as giving Mediaset greater power in a drawn-out pay-TV dispute with French media group Vivendi and its Chairman Vincent Bollore. Mediaset shares were down 5.6 percent at 2.94 euros by 0814 GMT| making it the worst performer on Italy\xe2\x80\x99s blue-chip index. Our Standards:\n'
b'Thousands of British homes without water as snow thaw bursts pipes,2h ago,https://uk.reuters.com/article/uk-britain-weather-water/thousands-of-british-homes-without-water-as-snow-thaw-bursts-pipes-idUKKBN1GH0YV?il=0,LONDON (Reuters) - Tens of thousands of households across Britain suffered water supply problems on Monday after pipes burst when snow thawed and normal weather conditions returned to the country.  The worst snowstorms in nearly 30 years had frozen water in pipes last week| water suppliers said| during a blast of Siberian cold dubbed\xe2\x80\x9cthe Beast from the East\xe2\x80\x9d| which ground planes| stopped trains| blocked roads and shut schools. Leaking pipes in London left 12|000 households without water or suffering from very low pressure on Monday| said Thames Water which was providing bottled water to customers at two locations. In nearby Kent| 5|000 households supplied by Southern Water had problems.   Severn Trent| a supplier of water to 4.3 million homes and businesses in the middle of England| said the number of burst pipes was up 4000 percent| while in Wales| Welsh Water said between 3|000 and 6|000 homes were being affected. Suppliers warned that water supplies would continue to face disruption on Monday as they worked to fix leaks and refill pipes.  Thames Water advised its 15 million customers to only use water where essential.  \xe2\x80\x9cWhere possible| take short showers rather than baths| do not leave taps running unnecessarily and only run washing machines and dish washers when you have a full load|\xe2\x80\x9d the company said in a statement on its website.  Our Standards:\n'
b"As Western banks leave| China adds Brunei to new silk road,2h ago,https://uk.reuters.com/article/uk-brunei-china/as-western-banks-leave-china-adds-brunei-to-new-silk-road-idUKKBN1GH0YN?il=0,BANDAR SERI BEGAWAN (Reuters) - On a tiny island off Brunei\xe2\x80\x99s northern tip on the South China  Sea| thousands of Chinese workers are building a refinery and petrochemical complex| along with a bridge connecting it to the capital| Bandar Seri Begawan. When completed| the first phase of the $3.4 billion complex on Muara Besar island| run by China\xe2\x80\x99s Hengyi Group| will be Brunei\xe2\x80\x99s largest-ever foreign investment project| and comes at a time when the oil-dependent country needs it the most.  Brunei\xe2\x80\x99s oil and gas reserves are expected to run out within two decades. As production falls| oil firms won\xe2\x80\x99t be investing much into existing facilities| further hampering output| oil analysts say. As a result| the country\xe2\x80\x99s oil revenues| which provide virtually all of Brunei\xe2\x80\x99s government spending| are in steady decline. With youth unemployment rising| Brunei\xe2\x80\x99s ruler| Sultan Hassanal Bolkiah| is trying to quickly reform the economy and diversify its sources of income| while fighting graft and cracking down on dissent. Brunei\xe2\x80\x99s changing fortunes have been reflected its financial industry. HSBC pulled out of Brunei last year| while Citibank exited in 2014 after 41 years. Bank of China| meanwhile| opened its first branch in the sultanate in December 2016.  The Muara Besar project is promising over 10|000 jobs| at least half of which would go to fresh graduates| media reports in Brunei said. But claims that thousands of Chinese workers have been shipped in to build the complex has angered some local residents. \xe2\x80\x9cThere are no jobs for us| so why create some for the Chinese?\xe2\x80\x9d asked one shopkeeper in the capital city.      \xe2\x80\x98MARITIME SILK ROAD\xe2\x80\x99 Hengyi Industries| the local company building the refinery|  did not respond to requests for comment. The company| founded in 2011 and based in Bandar Seri Begawan| expects to complete the first phase of the refinery and petrochemical complex on Muara Besar by the end of the year| according to its website. A $12 billion second phase will expand the refinery capacity to 281|150 barrels per day| and build units to produce 1.5 million tonnes per year (tpy) of ethylene and 2 million tpy of \xc2\xa0paraxylene| the company said last month. Total Chinese investment in Brunei is now estimated at $4.1 billion| according to the American Enterprise Institute\xe2\x80\x99s China Global investment tracker.  That will almost certainly rise as China ramps its\xe2\x80\x9cBelt and Road\xe2\x80\x9d initiative. Sometimes called the\xe2\x80\x9c21st Century Maritime Silk Road| it envisages linking China with Southeast Asia| Africa and Eurasia through a complex network of ports| roads| railways and industrial parks. \xe2\x80\x9cBrunei is an important country along the 21st century Maritime Silk Road|\xe2\x80\x9d China\xe2\x80\x99s Ambassador to Brunei Yang Jian said at the opening ceremony in February 2017 for a joint venture| running Brunei\xe2\x80\x99s largest container terminal. Accumulated U.S. foreign investment in Brunei| by contrast| was just $116 million in 2012| the latest figures available| according to the U.S. State Department. China has invested about $205 billion in East Asia between 2010 and 2017| according to the China Global investment tracker. It\xe2\x80\x99s been increasing those investments while tussling with four other Southeast Asian nations| including Brunei| over competing claims to islets and atolls in the South China Sea  \xe2\x80\x9cBuilding good relations and offering big investments are part of China\xe2\x80\x99s strategy to split Southeast Asian nations to ensure there is no consensus on South China Sea matters|\xe2\x80\x9d said Jatswan Singh| associate professor at the University of Malaya in Kuala Lumpur| who has authored four books on Brunei.  Brunei's Sultan Hassanal Bolkiah inspects an honour guard during the 34th National Day celebrations in Bandar Seri Begawan| Brunei February 24| 2018. REUTERS/Ahim Rani\xe2\x80\x9cThe Sultanate is hard-pressed for investments to diversify its economy| and in this sense the Chinese investments are important to (Brunei)|\xe2\x80\x9d he said. Brunei has not commented publicly about its territorial claims in the South China Sea. WHITTLING BACK BENEFITS There was a time not so long ago| with oil prices over $100 a barrel| when Brunei citizens could care less about jobs at a refinery.  Squeezed between two Malaysian states on the island of Borneo| Brunei provided cradle-to-grave benefits for its 420|000 citizens| including zero taxes| subsidised housing and free education and health care. But the sultan has had to whittle back some of those benefits \xe2\x80\x94 Brunei has been in recession for three straight years \xe2\x80\x94 and tighten up the ship of state. Slideshow (2 Images)The 71-year-old Bolkiah| the world\xe2\x80\x99s second-longest reigning monarch| reshuffled his cabinet again last month| replacing six top ministers \xe2\x80\x94 just over a couple of years after they were appointed. No explanation was given. Sources close to the government and foreign diplomats say Bolkiah wanted to weed out corruption| and address grumbling among the Malay-Muslim majority who are unhappy with the pullback in welfare programs| budget cuts and unemployment. In the last available official report in 2014| the unemployment rate was put at 6.9 percent. Unofficial figures suggest youth unemployment could be as high as 15 percent. \xe2\x80\x9cA majority in Brunei expect a job in the government| state linked firms or in the oil and gas sector. But all three have been hit pretty hard|\xe2\x80\x9d said one Western diplomat. Bolkiah| who is also the Prime Minister| controls the key portfolios of defence| finance and foreign affairs.  The Sultan\xe2\x80\x99s office did not respond to a request for comment to this story. At the annual parliamentary session on Monday| Bokhliah said the government must cut its dependence on oil and gas| and explore other avenues of economic growth. \xe2\x80\x9cAlthough global demand has risen and oil prices are rebounding| economic growth remains at a low level|\xe2\x80\x9d he said in a speech to cabinet ministers and parliamentarians. \xe2\x80\x9cTherefore we still need to control the fiscal balance of the country in the short and long term.\xe2\x80\x9d The Sultan is still popular in Brunei and marked 50 years in power last October| with a glittering procession through the capital on a gilded chariot| cheered by well-wishers. But in the long run| an economy based on dwindling single source of income could erode the relationship between the ruler and his subjects| said Muang Zarni| democracy advocate and a former research fellow at the London School of Economics.  \xe2\x80\x9cThat doesn\xe2\x80\x99t mean that will translate into street protests. But Bruneians know things are not as rosy as they appear in the Sultan\xe2\x80\x99s newspapers and TV channels|\xe2\x80\x9d said Zarni| who quit the University Brunei Darussalam\xc2\xa0in 2013 over what he said was a lack of academic freedom. Our Standards:\n"
b"South Korea closes 84-year-old poet's exhibition amid sexual harassment claims,2h ago,https://uk.reuters.com/article/uk-southkorea-metoo-poet/south-korea-closes-84-year-old-poets-exhibition-amid-sexual-harassment-claims-idUKKBN1GH0RD?il=0,SEOUL (Reuters) - South Korea\xe2\x80\x99s capital has closed an exhibition by poet Ko Un| long the country\xe2\x80\x99s hope for a Nobel Prize in literature| amid allegations of sexual misconduct and the government is considering removing his work from textbooks. Ko Un| 84| who denied any\xe2\x80\x9chabitual misconduct\xe2\x80\x9d in a statement made through his British publisher| first faced allegations when fellow South Korean poet Choi Young-mi released a poem in December titled\xe2\x80\x9cMonster\xe2\x80\x9d| which describes harassment by an older male poet named\xe2\x80\x9cEn\xe2\x80\x9d. South Koreans have widely interpreted it to refer to Ko| seizing on passages that match his biography| including references to the buzz surrounding the unnamed poet\xe2\x80\x99s Nobel Prize chances. While not confirming the identity| Choi has not denied the public identification of Ko and last month she told a TV interviewer that she had been harassed by a famous poet who\xe2\x80\x9crepeatedly harassed female writers\xe2\x80\x9d. Neither Choi nor Ko\xe2\x80\x99s publisher| Bloodaxe Books| responded to requests for comment. After Ko\xe2\x80\x99s denial was reported in The Guardian on Sunday| Choi took to Facebook to post simply:\xe2\x80\x9cWhat I wrote in my poem\xe2\x80\x98Monster\xe2\x80\x99 is true.\xe2\x80\x9d The anti-sexual harassment #MeToo movement has taken off belatedly in male-dominated South Korea where discussion of sexual misconduct has long been taboo| but it has ensnared a growing number of leading entertainment figures in recent months. The growing number of high-profile accusations has led President Moon Jae-in to urge law enforcement authorities to investigate reports of sexual abuse. Choi\xe2\x80\x99s oblique allegations have been corroborated by other writers| including poet Lee Hye-mi| who said on Facebook that she witnessed\xe2\x80\x9cridiculous behaviour\xe2\x80\x9d while co-hosting a TV show with Ko.  The controversy has led the Seoul city government to permanently shut an exhibition devoted to Ko\xe2\x80\x99s work. Ko\xe2\x80\x99s poems cover a range of subjects| from love and politics to daily life. Ko| a former Buddhist monk| visited North Korea in 2000 as a special delegate for a South-North summit. An official at the textbook division of South Korea\xe2\x80\x99s Education Ministry told Reuters it was discussing plans to remove Ko\xe2\x80\x99s poems from school books. \xe2\x80\x9cWe are taking the issue very seriously and issued a statement shortly after poet Choi\xe2\x80\x99s claim became public| asking publishers how they would like to proceed with the issue and edit their textbooks with Ko\xe2\x80\x99s works|\xe2\x80\x9d the official said. Our Standards:\n"
b'China boosts defence spending amid military modernisation,2h ago,https://uk.reuters.com/article/uk-china-parliament-defence/china-boosts-defence-spending-amid-military-modernisation-idUKKCN1GG07D?il=0,BEIJING (Reuters) - China on Monday unveiled its largest rise in defence spending in three years| setting a target of 8.1 percent growth over 2017| fuelling an ambitious military modernisation programme amid rising concerns over its security. The 2018 defence budget will be 1.11 trillion yuan| according to a report issued at the opening of China\xe2\x80\x99s annual meeting of parliament. The defence spending figure is closely watched around the world for clues to China\xe2\x80\x99s strategic intentions as it develops new military capabilities| including stealth fighters| aircraft carriers and anti-satellite missiles. China will\xe2\x80\x9cadvance all aspects of military training and war preparedness| and firmly and resolvedly safeguard national sovereignty| security| and development interests\xe2\x80\x9d| Premier Li Keqiang told the opening session in an address. \xe2\x80\x9cFaced with profound changes in the national security environment\xe2\x80\x9d the absolute leadership of the military by the ruling Communist Party must be observed| and the unity between the government and the military| and the people and the military| must always be\xe2\x80\x9cstrong as stone\xe2\x80\x9d| he said. Li also said China had basically completed efforts to cut back the size of its armed forces by 300|000| a move President Xi Jinping announced in 2015 to improve efficiency that had caused unease in the ranks.  The 2018 defence spending increase comes as China\xe2\x80\x99s economic growth expanded 6.9 percent last year| the first acceleration in annual growth since 2010. But China kept its 2018 economic growth target at around 6.5 percent| said Li| the same as in 2017| despite exceeding that year\xe2\x80\x99s target. Last year| defence spending was set to increase by just 7 percent| to 1.044 trillion yuan ($164.60 billion)| or about one-quarter of the proposed U.S. defence spending for the year. In 2016| it grew by 7.6 percent. \xe2\x80\x9cThe pace and scale of this build-up is really dramatic. It is extremely alarming for Australia and many other countries in the region|\xe2\x80\x9d said Sam Roggeveen| a visiting fellow at the Strategic and Defence Studies Centre of the Australian National University in Canberra. \xe2\x80\x9cThere is every indication that China wants to expand what it will call defence capabilities in the South China Sea. I expect eventually we will see warships and aircraft there regularly| if not based there permanently. What is unclear| however| is whether the United States will want to rise to that challenge.\xe2\x80\x9d HIDDEN SPENDING China does not provide a breakdown of how it allocates its defence budget| leading neighbours and other military powers to complain that Beijing\xe2\x80\x99s lack of transparency has added to regional tension.  Diplomats say China\xe2\x80\x99s defence numbers probably underestimate true military spending for the People\xe2\x80\x99s Liberation Army| the world\xe2\x80\x99s largest armed forces| which are in the midst of an impressive modernisation programme overseen by Xi. One senior Asia diplomat| speaking before the announcement| said the real rise would probably be at least double what China revealed| considering its efforts to build up the industrial military complex and deepen military-civilian integration.  \xe2\x80\x9cSome spending will be hidden in civilian spending|\xe2\x80\x9d said the diplomat| speaking on condition of anonymity. China\xe2\x80\x99s military build-up has rattled the nerves of its neighbours| particularly because of its increasingly assertive stance in territorial disputes in the East and South China Seas and over Taiwan| which Beijing claims as its own. \xe2\x80\x9cWe would like to see China be more transparent about its  defence policy| including spending and the direction of its military power|\xe2\x80\x9d Japan\xe2\x80\x99s Chief Cabinet Secretary Yoshihide Suga told a regular briefing. With worries about potential disputes with the United States in the region| China\xe2\x80\x99s military had mounted what defence sources and diplomats viewed as a lobbying campaign for more spending. In an article on its website| China\xe2\x80\x99s Defence Ministry cited Chen Zhou| a researcher at the Academy of Military Science| as saying the spending increase was\xe2\x80\x9creasonable\xe2\x80\x9d and\xe2\x80\x9csustainable\xe2\x80\x9d| and that there were no\xe2\x80\x9chidden military funds\xe2\x80\x9d. U.S. President Donald Trump has proposed a military budget that is the largest since 2011 and focused on beefing up the United States\xe2\x80\x99 nuclear defences and countering the growing strength of China and Russia.  The proposal| part of Trump\xe2\x80\x99s budget request for the U.S. government| would provide the Pentagon $617 billion and an additional $69 billion to fund ongoing wars in fiscal year 2019. That is $74 billion more than in the previous fiscal year\xe2\x80\x99s budget. Vice Foreign Minister Zhang Yesui on Sunday said China\xe2\x80\x99s\xe2\x80\x9cmoderate\xe2\x80\x9d defence spending rises in the past few years were less than other major countries and would not threaten anyone. Our Standards:\n'
